id,masculine,see_as_masculine,society_pressure_is_bad,first_move,try_pay_date,state,white,age_range,kids,straight
951,4,4,Yes,Yes,3,Colorado,yes,3,yes,no
952,5,2,Yes,Yes,5,Montana,yes,3,no,yes
953,4,4,No,Yes,5,Connecticut,yes,4,no,yes
954,4,2,Yes,Yes,5,Florida,yes,4,no,yes
955,4,3,No,No,5,Oregon,yes,4,no,yes
956,4,4,Yes,Yes,4,Arizona,yes,4,no,yes
957,3,2,Yes,No,4,Washington,yes,4,no,yes
958,5,5,No,Yes,3,Colorado,yes,4,no,yes
959,4,4,Yes,Yes,4,Florida,yes,4,yes,yes
960,5,5,Yes,Yes,5,Florida,yes,3,no,yes
961,5,2,No,No,5,California,no,3,no,yes
962,5,2,Yes,Yes,3,Pennsylvania,yes,3,yes,NA
963,4,3,Yes,No,5,Delaware,yes,4,no,yes
964,5,4,No,Yes,5,Missouri,yes,4,yes,yes
965,4,3,No,Yes,4,Washington,yes,4,yes,yes
966,5,3,NA,NA,NA,Alabama,yes,4,no,yes
967,5,2,Yes,Yes,5,Rhode Island,yes,3,yes,yes
968,5,4,No,Yes,4,New York,yes,4,yes,yes
969,5,3,Yes,No,4,California,yes,3,no,yes
970,4,2,Yes,Yes,3,Florida,yes,4,yes,no
971,5,3,No,Yes,4,Missouri,yes,4,no,yes
972,5,3,Yes,Yes,5,Ohio,yes,3,no,yes
973,5,4,No,NA,5,New Jersey,yes,4,no,yes
974,4,4,Yes,Yes,5,Georgia,yes,3,yes,yes
975,5,2,No,Yes,5,Illinois,yes,3,no,yes
976,4,4,Yes,Yes,4,Florida,yes,4,no,yes
977,5,2,No,Yes,5,Indiana,yes,4,no,yes
978,5,3,No,Yes,5,New Jersey,yes,3,no,yes
979,4,3,Yes,Yes,4,California,yes,3,yes,no
980,4,4,Yes,Yes,5,North Carolina,yes,4,no,yes
981,4,3,Yes,Yes,5,Montana,yes,4,no,yes
982,5,2,No,Yes,5,New York,no,4,no,no
983,5,4,Yes,Yes,5,Florida,yes,3,yes,no
984,5,3,Yes,No,4,Texas,yes,4,no,yes
985,3,4,No,Yes,5,Washington,no,3,yes,yes
986,3,4,No,Yes,3,California,no,3,no,yes
987,4,3,Yes,Yes,5,Idaho,yes,3,no,yes
988,3,4,Yes,Yes,5,Georgia,yes,3,no,yes
989,4,3,No,Yes,5,Washington,yes,3,no,yes
990,4,4,Yes,Yes,5,Florida,no,3,no,yes
991,3,3,Yes,No,1,Pennsylvania,yes,4,no,yes
992,5,3,No,No,5,West Virginia,yes,4,no,yes
993,4,4,Yes,Yes,3,Massachusetts,yes,4,no,yes
994,4,3,Yes,Yes,4,California,yes,3,yes,yes
995,4,2,Yes,Yes,4,California,yes,4,no,yes
996,5,4,Yes,Yes,5,California,no,4,no,yes
997,4,3,No,Yes,3,Utah,yes,3,yes,yes
998,5,3,Yes,No,3,New Mexico,no,4,no,yes
999,4,3,No,Yes,5,New Jersey,yes,4,no,yes
1000,4,3,Yes,Yes,5,Texas,yes,3,yes,yes
1001,4,4,Yes,Yes,4,Pennsylvania,yes,3,no,yes
1002,3,3,Yes,Yes,4,New York,yes,3,yes,no
1003,3,3,Yes,Yes,4,Arizona,yes,4,yes,yes
1004,4,NA,No,Yes,5,Colorado,no,3,yes,yes
1005,3,2,Yes,Yes,5,Florida,yes,3,yes,yes
1006,5,3,No,No,5,Tennessee,yes,3,no,yes
1007,4,3,Yes,Yes,5,Kentucky,yes,3,no,NA
1008,4,4,Yes,Yes,3,Connecticut,yes,4,no,no
1009,4,4,No,No,5,Kansas,yes,3,no,yes
1010,5,4,Yes,No,3,New York,yes,4,no,yes
1011,4,2,Yes,Yes,5,Utah,yes,3,no,no
1012,4,3,Yes,Yes,4,Arkansas,yes,3,no,yes
1013,4,4,Yes,Yes,1,Virginia,yes,3,no,yes
1014,4,3,Yes,No,4,Texas,no,4,yes,yes
1015,5,5,No,Yes,5,Pennsylvania,yes,3,no,NA
1016,5,3,Yes,Yes,5,Florida,no,2,NA,yes
1017,4,2,No,Yes,5,Virginia,yes,3,no,yes
1018,5,4,Yes,Yes,4,New York,yes,4,yes,yes
1019,4,4,No,Yes,5,Florida,yes,4,no,yes
1020,4,4,No,Yes,4,North Carolina,yes,4,no,yes
1021,4,5,No,Yes,5,Texas,yes,4,no,yes
1022,4,2,Yes,Yes,4,California,yes,3,yes,no
1023,4,2,No,Yes,4,Pennsylvania,yes,3,yes,yes
1024,5,2,Yes,No,4,Wisconsin,yes,4,yes,no
1025,4,4,Yes,Yes,5,Illinois,yes,4,no,yes
1026,3,3,No,No,1,Arizona,no,3,no,yes
1027,4,3,Yes,Yes,5,Michigan,yes,3,no,yes
1028,4,2,No,Yes,5,Missouri,yes,3,yes,yes
1029,4,3,Yes,No,3,New York,yes,3,yes,no
1030,5,2,Yes,No,5,Massachusetts,yes,3,yes,yes
1031,5,5,No,No,5,California,yes,4,yes,yes
1032,4,2,Yes,No,3,Michigan,yes,4,yes,no
1033,4,3,No,Yes,4,Florida,yes,4,yes,no
1034,4,4,No,No,3,Washington,yes,4,no,yes
1035,4,3,Yes,No,5,Arizona,yes,3,yes,yes
1036,4,2,No,No,5,Texas,yes,3,yes,yes
1037,5,4,No,Yes,5,Washington,yes,4,no,yes
1038,4,3,No,Yes,5,Indiana,yes,4,no,yes
1039,4,4,No,No,5,Oregon,yes,4,no,yes
1040,4,4,No,Yes,4,Michigan,yes,3,no,yes
1041,5,5,No,Yes,5,Indiana,yes,4,no,yes
1042,3,2,Yes,Yes,4,Texas,yes,2,yes,no
1043,4,4,Yes,Yes,5,Virginia,yes,4,yes,yes
1044,4,4,Yes,Yes,3,Utah,yes,3,yes,no
1045,4,3,Yes,No,3,Hawaii,no,2,yes,yes
1046,4,3,Yes,Yes,4,Wisconsin,yes,3,yes,yes
1047,5,3,No,No,5,California,yes,3,no,yes
1048,4,2,No,No,5,Michigan,yes,4,yes,yes
1049,5,2,Yes,Yes,5,California,no,3,yes,yes
1050,4,5,No,Yes,5,New Mexico,yes,4,no,yes
1051,5,3,No,No,5,Virginia,yes,4,no,yes
1052,4,3,Yes,Yes,5,Alabama,yes,3,no,yes
1053,4,3,Yes,Yes,4,Pennsylvania,yes,2,no,no
1054,4,4,No,Yes,5,Ohio,yes,3,no,yes
1055,3,3,Yes,No,4,West Virginia,yes,4,no,yes
1056,4,2,Yes,No,3,Missouri,yes,2,yes,no
1057,4,3,Yes,No,4,Minnesota,yes,4,no,yes
1058,5,4,Yes,Yes,4,Illinois,yes,3,no,yes
1059,5,2,No,Yes,4,Florida,yes,3,no,yes
1060,5,4,Yes,No,5,Georgia,yes,4,yes,yes
1061,4,2,Yes,No,2,New York,yes,3,yes,no
1062,4,4,No,No,5,Texas,yes,4,no,yes
1063,5,2,Yes,No,4,Connecticut,no,4,no,yes
1064,4,3,Yes,Yes,3,Massachusetts,no,4,no,yes
1065,4,3,Yes,No,5,Oregon,yes,4,no,yes
1066,4,3,No,No,4,California,yes,3,no,yes
1067,4,3,Yes,Yes,5,Maryland,yes,3,no,no
1068,4,3,Yes,No,4,New York,yes,3,no,yes
1069,4,4,Yes,Yes,5,New Mexico,no,3,no,yes
1070,5,3,No,Yes,5,Washington,yes,4,no,yes
1071,4,4,No,Yes,4,Minnesota,yes,3,no,yes
1072,4,4,No,Yes,5,Georgia,yes,4,yes,yes
1073,5,2,No,Yes,3,New Jersey,yes,4,no,yes
1074,5,4,Yes,No,3,Nevada,no,3,yes,yes
1075,2,3,No,NA,NA,New Jersey,yes,3,no,yes
1076,5,3,Yes,No,5,Colorado,yes,4,no,yes
1077,4,3,Yes,Yes,4,Nevada,yes,4,no,yes
1078,4,3,No,No,5,Missouri,yes,4,no,yes
1079,4,4,Yes,Yes,5,Nebraska,yes,3,no,yes
1080,4,4,Yes,No,4,Washington,yes,3,no,yes
1081,5,4,No,NA,NA,Virginia,yes,3,no,yes
1082,5,3,No,Yes,5,New York,no,3,yes,yes
1083,5,2,No,No,4,California,yes,4,no,yes
1084,5,2,No,Yes,5,Florida,no,3,yes,yes
1085,5,4,Yes,Yes,5,Maryland,no,3,no,yes
1086,4,3,Yes,Yes,4,Florida,yes,3,yes,yes
1087,4,4,Yes,Yes,5,Virginia,yes,3,yes,yes
1088,3,4,No,Yes,5,Tennessee,yes,4,yes,yes
1089,4,2,No,No,5,Illinois,yes,4,yes,yes
1090,4,3,No,Yes,5,Tennessee,yes,4,yes,yes
1091,5,2,Yes,Yes,4,Maryland,yes,4,no,yes
1092,4,4,Yes,No,5,Pennsylvania,yes,4,no,yes
1093,4,4,Yes,Yes,5,Pennsylvania,yes,4,no,yes
1094,5,5,Yes,Yes,5,Tennessee,yes,3,no,yes
1095,4,3,Yes,Yes,4,New York,yes,4,no,yes
1096,5,2,No,Yes,5,New Jersey,yes,4,no,yes
1097,4,4,No,Yes,5,Pennsylvania,yes,3,yes,yes
1098,5,2,No,No,5,California,yes,4,no,yes
1099,4,3,Yes,No,3,Indiana,yes,3,yes,yes
1100,4,4,Yes,Yes,4,Massachusetts,yes,3,no,yes
1101,NA,2,NA,No,5,Utah,yes,3,no,yes
1102,5,4,Yes,Yes,NA,Washington,yes,4,no,yes
1103,4,3,Yes,No,5,New Jersey,yes,4,no,yes
1104,5,5,Yes,No,1,California,yes,4,yes,no
1105,5,4,No,Yes,5,Washington,yes,3,no,yes
1106,5,3,No,Yes,5,Michigan,yes,3,no,yes
1107,3,3,Yes,Yes,4,Ohio,yes,3,yes,yes
1108,2,4,Yes,Yes,5,Michigan,yes,3,yes,yes
1109,5,3,No,No,3,Mississippi,yes,3,yes,yes
1110,4,4,No,Yes,4,West Virginia,yes,4,no,yes
1111,4,3,No,No,3,New York,yes,3,yes,no
1112,4,5,No,No,4,Florida,no,4,no,yes
1113,4,3,Yes,Yes,NA,New York,no,3,no,yes
1114,5,5,Yes,Yes,4,Illinois,yes,4,no,yes
1115,5,4,No,Yes,5,California,yes,4,no,yes
1116,3,3,No,Yes,4,Alabama,yes,4,yes,yes
1117,5,5,Yes,Yes,5,Washington,yes,3,no,yes
1118,4,3,Yes,No,4,Mississippi,yes,4,yes,yes
1119,4,3,Yes,No,4,Georgia,yes,4,no,yes
1120,5,5,No,No,4,Ohio,yes,4,yes,yes
1121,4,2,No,Yes,5,Kentucky,yes,2,yes,yes
1122,4,4,No,Yes,3,California,yes,3,no,yes
1123,5,5,Yes,Yes,5,Florida,no,3,no,yes
1124,5,4,Yes,Yes,4,New York,yes,3,no,yes
1125,3,3,Yes,No,4,Texas,no,3,no,yes
1126,5,5,No,Yes,5,California,yes,4,no,yes
1127,5,4,No,Yes,5,Illinois,yes,3,no,yes
1128,5,2,Yes,Yes,5,Florida,yes,3,no,yes
1129,4,4,Yes,Yes,4,Texas,yes,4,no,yes
1130,5,4,No,Yes,5,Indiana,no,3,no,yes
1131,4,4,No,Yes,3,Arizona,yes,3,yes,no
1132,5,4,No,No,4,California,yes,3,no,yes
1133,3,4,No,No,4,Kansas,yes,4,no,yes
1134,5,3,No,No,5,Alabama,yes,4,no,yes
1135,4,2,Yes,Yes,5,Utah,yes,3,no,yes
1136,4,2,No,Yes,5,New Hampshire,yes,4,no,yes
1137,3,3,No,No,4,Missouri,yes,4,yes,yes
1138,5,3,Yes,No,5,Washington,no,3,no,yes
1139,5,3,Yes,Yes,5,Arizona,yes,4,no,yes
1140,4,4,No,Yes,5,Ohio,yes,4,no,yes
1141,4,4,Yes,No,5,Kentucky,yes,4,yes,yes
1142,5,4,Yes,Yes,5,Ohio,yes,3,no,yes
1143,5,4,No,No,3,Florida,yes,4,no,no
1144,5,4,No,Yes,5,Michigan,yes,3,no,yes
1145,4,4,Yes,Yes,3,Pennsylvania,yes,3,yes,no
1146,4,3,Yes,Yes,5,Colorado,no,3,yes,yes
1147,4,3,Yes,Yes,4,California,no,3,no,no
1148,4,4,Yes,Yes,3,Delaware,yes,4,no,yes
1149,4,3,No,Yes,4,Michigan,yes,4,no,yes
1150,4,3,No,Yes,5,Kansas,yes,4,no,yes
1151,5,2,No,Yes,5,Georgia,yes,4,yes,yes
1152,5,2,Yes,Yes,5,Arkansas,yes,3,no,yes
1153,5,4,Yes,Yes,4,California,yes,3,yes,no
1154,4,3,No,Yes,5,Virginia,yes,3,yes,yes
1155,5,4,Yes,Yes,5,Michigan,yes,4,no,yes
1156,4,3,No,Yes,5,Colorado,yes,4,no,yes
1157,2,2,No,Yes,5,California,yes,3,no,no
1158,4,2,No,No,NA,Florida,yes,3,yes,no
1159,4,3,Yes,Yes,5,Georgia,yes,3,no,yes
1160,NA,2,NA,NA,NA,Arizona,yes,4,no,yes
1161,3,3,Yes,No,4,South Carolina,yes,4,no,yes
1162,4,4,Yes,Yes,4,Wisconsin,yes,3,no,yes
1163,4,4,Yes,Yes,4,Wisconsin,yes,3,no,yes
1164,4,2,No,No,5,Iowa,yes,3,no,yes
1165,4,4,No,No,5,Colorado,yes,3,no,yes
1166,4,3,No,Yes,5,Texas,no,4,no,yes
1167,4,3,Yes,Yes,4,Florida,yes,4,yes,yes
1168,4,2,Yes,Yes,5,California,yes,4,no,yes
1169,3,2,Yes,No,1,Washington,yes,3,no,yes
1170,3,2,Yes,Yes,3,Oregon,yes,4,yes,yes
1171,2,2,Yes,No,5,Wisconsin,yes,4,no,no
1172,5,5,No,NA,NA,Virginia,no,3,NA,NA
1173,5,3,No,No,4,Arizona,no,3,no,yes
1174,5,5,No,Yes,5,South Dakota,yes,3,no,yes
1175,5,2,Yes,No,5,Pennsylvania,no,3,no,yes
1176,4,4,Yes,Yes,3,Washington,yes,2,yes,NA
1177,5,3,Yes,Yes,5,Florida,yes,4,yes,yes
1178,4,4,No,Yes,3,New York,yes,3,yes,yes
1179,4,4,Yes,No,1,Florida,no,4,no,yes
1180,4,4,No,Yes,4,Illinois,yes,2,yes,yes
1181,3,5,Yes,Yes,5,District of Columbia (DC),yes,4,no,yes
1182,5,2,Yes,No,4,Michigan,yes,4,no,yes
1183,4,4,Yes,No,5,New Jersey,yes,3,yes,yes
1184,5,2,No,Yes,5,New Jersey,yes,3,no,yes
1185,4,2,Yes,Yes,4,Ohio,no,3,yes,no
1186,4,4,Yes,Yes,4,Connecticut,yes,3,no,yes
1187,5,5,No,Yes,5,California,yes,4,no,yes
1188,4,5,Yes,Yes,5,New Jersey,no,2,yes,yes
1189,4,4,No,Yes,5,Arkansas,yes,3,yes,yes
1190,4,3,No,Yes,4,New Jersey,yes,4,no,yes
1191,5,3,No,No,3,Virginia,yes,4,no,yes
1192,5,3,No,Yes,5,Rhode Island,yes,4,no,yes
1193,4,4,Yes,Yes,3,California,yes,4,yes,yes
1194,5,4,Yes,Yes,5,Maryland,yes,3,yes,yes
1195,4,4,No,Yes,5,Arizona,yes,4,yes,yes
1196,4,4,Yes,No,4,Missouri,yes,3,yes,yes
1197,4,4,Yes,Yes,5,Kansas,yes,2,no,yes
1198,4,3,Yes,No,5,Maine,yes,3,no,yes
1199,4,4,Yes,Yes,5,New Jersey,yes,3,no,yes
1200,4,3,Yes,Yes,5,New York,yes,3,yes,yes
1201,5,4,No,Yes,5,Texas,yes,3,no,yes
1202,3,2,Yes,Yes,4,Illinois,yes,3,no,no
1203,5,3,Yes,Yes,4,Texas,yes,3,no,yes
1204,3,3,Yes,Yes,5,New Jersey,yes,3,no,yes
1205,4,4,No,No,5,California,no,3,no,yes
1206,4,4,No,Yes,5,North Carolina,yes,3,no,yes
1207,4,2,Yes,No,3,Delaware,no,3,yes,NA
1208,4,4,Yes,No,1,Texas,no,3,no,yes
1209,5,5,No,No,5,Texas,no,3,yes,yes
1210,5,4,Yes,Yes,5,Pennsylvania,yes,3,no,yes
1211,5,3,Yes,No,3,Montana,yes,3,yes,no
1212,4,2,No,No,3,California,yes,3,yes,yes
1213,4,3,No,No,4,New York,yes,3,no,yes
1214,4,3,No,Yes,5,Florida,yes,3,yes,yes
1215,5,4,Yes,No,5,Pennsylvania,no,3,yes,yes
1216,4,2,Yes,No,4,California,yes,3,no,yes
1217,5,2,No,No,4,Nevada,yes,3,yes,yes
1218,5,2,Yes,No,5,Florida,yes,3,no,yes
1219,3,4,Yes,Yes,4,Florida,no,3,yes,no
1220,4,4,Yes,No,5,Texas,no,3,no,yes
1221,4,4,Yes,Yes,5,Florida,yes,3,no,yes
1222,4,5,Yes,Yes,3,New York,yes,3,yes,no
1223,5,2,Yes,No,1,Virginia,yes,3,yes,yes
1224,5,5,No,Yes,5,Alabama,yes,3,no,yes
1225,5,5,Yes,Yes,3,Florida,yes,3,no,yes
1226,4,5,No,No,5,Connecticut,no,3,no,yes
1227,5,5,Yes,Yes,1,Illinois,yes,3,no,yes
1228,4,3,Yes,Yes,5,Florida,yes,3,no,yes
1229,5,4,Yes,No,5,Texas,yes,3,no,yes
1230,2,2,No,No,3,Nevada,no,3,NA,NA
1231,5,3,No,No,3,Nebraska,yes,3,no,yes
1232,5,3,Yes,Yes,4,North Carolina,yes,3,yes,yes
1233,5,2,No,Yes,4,Wisconsin,yes,3,yes,yes
1234,4,4,Yes,No,5,North Carolina,yes,3,no,yes
1235,5,4,Yes,Yes,4,California,yes,3,no,yes
1236,5,5,No,No,4,New York,no,3,no,yes
1237,4,3,Yes,Yes,4,California,yes,3,no,yes
1238,4,2,Yes,Yes,4,California,no,3,no,yes
1239,3,4,Yes,Yes,5,Washington,yes,3,no,yes
1240,4,4,No,Yes,5,Washington,yes,3,yes,yes
1241,4,4,Yes,No,5,Georgia,yes,3,no,yes
1242,4,4,No,Yes,5,Washington,yes,3,yes,yes
1243,3,4,Yes,Yes,4,Georgia,yes,3,no,yes
1244,5,4,Yes,No,4,New Jersey,yes,3,yes,NA
1245,5,2,No,No,4,Connecticut,yes,3,no,yes
1246,5,4,No,Yes,5,Iowa,yes,3,no,yes
1247,5,5,No,No,1,North Carolina,yes,3,no,yes
1248,4,4,No,Yes,4,Pennsylvania,yes,3,yes,yes
1249,4,4,Yes,Yes,3,New Jersey,yes,3,yes,yes
1250,3,3,Yes,Yes,3,South Carolina,yes,3,yes,yes
1251,4,4,Yes,Yes,5,Maine,yes,3,no,yes
1252,4,3,No,No,5,Illinois,yes,3,yes,yes
1253,5,2,Yes,Yes,5,North Carolina,no,3,no,yes
1254,4,4,No,Yes,5,North Carolina,yes,3,no,yes
1255,4,4,No,Yes,4,Wisconsin,yes,3,no,yes
1256,4,4,Yes,Yes,5,New Mexico,yes,3,yes,no
1257,5,2,Yes,Yes,4,Minnesota,yes,3,no,yes
1258,5,4,Yes,Yes,4,Florida,yes,3,yes,yes
1259,4,4,Yes,No,4,Maryland,yes,3,yes,yes
1260,5,3,No,Yes,5,Connecticut,yes,3,yes,yes
1261,5,3,Yes,Yes,4,Missouri,yes,3,yes,yes
1262,5,3,No,Yes,4,Minnesota,yes,3,no,yes
1263,4,5,Yes,Yes,4,Florida,no,3,no,yes
1264,4,3,Yes,Yes,5,Ohio,no,3,no,yes
1265,4,3,No,Yes,5,Pennsylvania,yes,3,no,yes
1266,3,4,No,Yes,5,Maryland,yes,3,yes,yes
1267,5,5,No,No,4,Kentucky,yes,3,no,yes
1268,4,3,No,No,4,Florida,yes,4,no,yes
1269,4,3,Yes,Yes,5,Massachusetts,yes,3,no,yes
1270,4,3,Yes,Yes,5,Florida,yes,3,no,yes
1271,5,2,Yes,Yes,5,Georgia,yes,3,no,yes
1272,4,3,Yes,Yes,4,Utah,yes,3,yes,yes
1273,4,3,Yes,No,3,New Jersey,yes,3,no,yes
1274,3,4,Yes,No,4,Kentucky,yes,3,no,yes
1275,4,5,Yes,Yes,5,Kansas,yes,3,no,yes
1276,5,3,No,Yes,5,Oregon,yes,3,yes,yes
1277,5,2,Yes,Yes,5,Florida,yes,3,no,yes
1278,5,5,No,No,4,Pennsylvania,yes,3,no,yes
1279,4,4,Yes,Yes,4,Pennsylvania,yes,2,yes,yes
1280,4,4,No,Yes,4,South Carolina,yes,2,yes,yes
1281,4,4,Yes,Yes,5,Iowa,yes,3,no,yes
1282,4,4,Yes,Yes,NA,Texas,yes,2,yes,NA
1283,4,4,No,No,3,Illinois,no,3,no,yes
1284,5,5,Yes,Yes,5,New Mexico,yes,2,no,NA
1285,5,5,Yes,No,5,Texas,no,3,no,yes
1286,5,5,Yes,Yes,3,Louisiana,no,2,no,yes
1287,4,4,No,Yes,5,Virginia,yes,4,no,yes
1288,4,4,Yes,Yes,5,New York,no,3,no,yes
1289,NA,NA,NA,Yes,4,Kansas,no,3,no,yes
1290,5,4,No,No,5,Indiana,yes,3,no,yes
1291,4,4,Yes,Yes,3,Utah,yes,2,yes,yes
1292,5,4,Yes,Yes,5,Illinois,yes,3,no,yes
1293,5,4,No,No,5,Michigan,yes,3,no,yes
1294,4,4,Yes,No,5,Illinois,yes,3,yes,yes
1295,5,4,Yes,Yes,3,Maine,yes,3,yes,yes
1296,4,4,Yes,Yes,4,Ohio,yes,2,yes,yes
1297,4,3,Yes,Yes,2,Washington,yes,3,yes,yes
1298,3,4,Yes,No,5,Florida,yes,3,no,yes
1299,5,5,Yes,No,5,Wisconsin,yes,3,no,yes
1300,5,3,No,No,4,Nebraska,yes,3,yes,NA
1301,5,5,Yes,Yes,5,New Jersey,no,3,yes,yes
1302,4,3,No,Yes,3,New York,yes,3,no,yes
1303,5,5,Yes,No,4,Illinois,no,3,no,yes
1304,3,5,Yes,No,4,Indiana,no,4,yes,NA
1305,5,4,Yes,Yes,5,Oklahoma,yes,3,yes,yes
1306,5,5,No,Yes,3,Florida,no,3,yes,yes
1307,4,4,Yes,Yes,4,Utah,yes,3,yes,yes
1308,4,3,Yes,Yes,4,Colorado,yes,3,yes,yes
1309,5,4,Yes,Yes,4,Texas,no,3,no,yes
1310,4,4,No,Yes,4,Iowa,yes,3,no,yes
1311,5,4,No,Yes,5,Washington,yes,3,no,yes
1312,4,4,Yes,Yes,5,Indiana,yes,3,no,yes
1313,5,5,Yes,Yes,5,Florida,no,3,no,yes
1314,5,4,Yes,No,5,Oregon,yes,3,no,yes
1315,5,5,No,Yes,5,Tennessee,yes,3,no,yes
1316,3,4,Yes,Yes,5,Texas,yes,2,yes,yes
1317,4,3,Yes,Yes,4,Illinois,yes,2,yes,yes
1318,5,5,No,NA,5,West Virginia,yes,3,yes,yes
1319,4,3,No,No,1,Georgia,yes,3,yes,yes
1320,4,4,Yes,Yes,4,Virginia,yes,3,no,yes
1321,5,2,No,Yes,5,New York,yes,3,no,yes
1322,5,3,Yes,No,3,Wisconsin,yes,3,no,yes
1323,5,3,Yes,No,5,New Mexico,no,3,yes,yes
1324,5,2,Yes,Yes,5,Illinois,yes,4,no,yes
1325,4,3,Yes,Yes,3,New York,yes,3,yes,no
1326,2,3,Yes,No,1,North Carolina,no,3,no,yes
1327,4,3,No,No,5,California,no,3,no,yes
1328,4,4,No,No,5,Nevada,yes,3,no,yes
1329,5,2,Yes,No,5,California,no,3,no,yes
1330,5,5,Yes,Yes,4,Texas,yes,3,yes,yes
1331,4,3,Yes,Yes,4,Arizona,yes,3,yes,no
1332,5,3,No,Yes,4,Illinois,yes,2,yes,yes
1333,4,3,Yes,No,2,New York,yes,3,yes,no
1334,4,5,Yes,Yes,4,Wisconsin,yes,3,no,yes
1335,5,4,Yes,No,5,Colorado,yes,3,yes,yes
1336,5,3,Yes,No,4,New Jersey,yes,3,no,no
1337,5,4,Yes,No,3,Illinois,yes,3,yes,yes
1338,4,3,No,Yes,5,Florida,no,3,no,yes
1339,5,4,Yes,Yes,4,New York,yes,3,yes,yes
1340,4,4,No,Yes,4,Minnesota,yes,3,no,yes
1341,4,3,Yes,Yes,4,Maryland,yes,2,yes,yes
1342,5,4,Yes,No,5,Utah,yes,3,no,yes
1343,4,3,No,Yes,3,Washington,yes,3,yes,no
1344,4,4,Yes,Yes,5,West Virginia,yes,3,no,yes
1345,5,4,Yes,Yes,3,Pennsylvania,no,4,no,yes
1346,4,3,Yes,Yes,4,North Carolina,yes,3,yes,yes
1347,NA,NA,NA,NA,NA,California,yes,3,no,yes
1348,NA,NA,NA,NA,NA,Illinois,no,3,NA,NA
1349,4,5,Yes,Yes,4,New York,no,3,yes,NA
1350,5,4,Yes,Yes,5,Florida,yes,4,no,yes
1351,5,2,Yes,No,5,Texas,no,3,no,yes
1352,4,4,Yes,Yes,4,Texas,no,3,no,yes
1353,4,3,No,Yes,5,New York,yes,3,no,yes
1354,4,3,Yes,Yes,5,Wyoming,yes,2,yes,yes
1355,5,4,Yes,No,1,Colorado,yes,2,yes,yes
1356,4,3,Yes,Yes,5,Illinois,yes,3,yes,yes
1357,4,4,Yes,Yes,5,Louisiana,yes,3,no,yes
1358,4,2,Yes,Yes,5,Illinois,yes,3,no,yes
1359,4,2,Yes,Yes,5,Connecticut,yes,3,yes,yes
1360,4,4,No,No,5,Nebraska,yes,3,no,yes
1361,5,4,NA,Yes,4,Illinois,yes,3,no,yes
1362,5,2,No,Yes,5,California,no,3,no,yes
1363,5,4,Yes,Yes,5,Georgia,yes,3,no,yes
1364,2,2,No,Yes,3,Arkansas,no,2,yes,no
1365,5,2,Yes,No,5,New York,yes,3,no,yes
1366,4,4,Yes,Yes,5,Iowa,yes,2,no,yes
1367,4,4,Yes,Yes,5,South Carolina,yes,2,yes,yes
1368,5,2,Yes,Yes,5,California,yes,3,no,yes
1369,4,3,Yes,No,3,Louisiana,yes,3,no,yes
1370,5,3,No,Yes,1,New Mexico,no,2,no,yes
1371,3,2,Yes,No,3,Colorado,yes,2,yes,NA
1372,5,3,Yes,Yes,5,Oklahoma,yes,3,no,yes
1373,5,4,Yes,Yes,4,California,yes,3,no,yes
1374,5,3,No,Yes,3,Pennsylvania,yes,3,no,yes
1375,2,2,No,No,1,Texas,no,3,yes,yes
1376,4,3,No,No,3,Texas,no,3,no,yes
1377,4,3,Yes,Yes,5,Texas,yes,3,yes,yes
1378,5,2,Yes,No,4,Minnesota,no,3,yes,yes
1379,5,4,No,No,4,Alabama,yes,3,no,yes
1380,4,2,Yes,No,3,Florida,yes,4,yes,no
1381,4,3,No,Yes,4,California,no,2,yes,yes
1382,4,2,No,No,3,Alabama,no,2,no,NA
1383,5,3,Yes,No,4,Michigan,yes,3,NA,no
1384,4,3,Yes,Yes,5,New Jersey,yes,3,NA,yes
1385,2,3,No,Yes,5,Kentucky,yes,3,yes,yes
1386,5,4,Yes,Yes,4,Maryland,no,3,yes,yes
1387,5,4,Yes,Yes,5,Texas,no,3,no,yes
1388,5,5,No,Yes,4,Illinois,yes,4,no,yes
1389,5,5,Yes,Yes,5,North Carolina,no,3,no,yes
1390,5,2,Yes,No,4,Oregon,yes,3,yes,yes
1391,5,3,Yes,Yes,3,Texas,yes,3,yes,yes
1392,4,4,Yes,Yes,4,New Jersey,no,3,yes,yes
1393,4,3,No,Yes,5,California,yes,3,no,yes
1394,4,4,Yes,No,4,Wisconsin,yes,3,yes,no
1395,5,3,Yes,Yes,4,Utah,yes,2,no,yes
1396,5,3,No,Yes,4,Nevada,yes,4,no,yes
1397,5,5,Yes,No,5,Tennessee,yes,3,no,yes
1398,4,4,Yes,Yes,5,Missouri,yes,3,no,yes
1399,3,2,Yes,No,5,Florida,no,3,no,yes
1400,4,4,Yes,Yes,4,Maryland,yes,3,no,yes
1401,4,4,No,Yes,3,Illinois,yes,3,no,yes
1402,5,5,No,Yes,5,Texas,yes,3,no,yes
1403,5,4,No,Yes,5,South Carolina,yes,3,no,yes
1404,4,3,Yes,Yes,4,California,no,2,yes,no
1405,5,4,Yes,No,1,Indiana,yes,3,yes,yes
1406,5,4,No,Yes,4,Mississippi,yes,3,no,yes
1407,5,2,Yes,No,5,Ohio,yes,3,no,yes
1408,4,3,Yes,No,3,Wisconsin,yes,3,yes,no
1409,5,4,Yes,No,4,Texas,yes,3,no,yes
